:START_ID(Customer),:END_ID(Review),:TYPE
TS965,107,WROTE
ME937,1902,WROTE
ZG482,367,WROTE
SH357,1379,WROTE
IZ670,1483,WROTE
BA641,171,WROTE
EP042,1230,WROTE
FC851,113,WROTE
EP042,626,WROTE
RG624,895,WROTE
GL585,1037,WROTE
ME937,1054,WROTE
GM998,1536,WROTE
AS832,60,WROTE
ME427,848,WROTE
MW869,322,WROTE
FC851,962,WROTE
VG356,1463,WROTE
PD136,1788,WROTE
HS034,724,WROTE
FG235,1338,WROTE
YI042,1883,WROTE
UG538,1807,WROTE
VG866,1996,WROTE
WJ836,1936,WROTE
FH577,1369,WROTE
QV674,1558,WROTE
HB450,1768,WROTE
CE253,482,WROTE
JL382,702,WROTE
UK650,857,WROTE
PA744,990,WROTE
PA744,1660,WROTE
FV053,1999,WROTE
ME937,249,WROTE
YU657,1623,WROTE
FG235,1817,WROTE
GG174,460,WROTE
IZ670,1573,WROTE
FV053,1203,WROTE
PA744,474,WROTE
XJ301,1385,WROTE
UX006,223,WROTE
OD228,778,WROTE
SP499,250,WROTE
HD935,469,WROTE
FV053,493,WROTE
TS965,818,WROTE
MN973,176,WROTE
TS482,1438,WROTE
YI042,1502,WROTE
MO096,1465,WROTE
PD136,80,WROTE
IZ670,928,WROTE
UG241,1803,WROTE
FV053,237,WROTE
ME937,1046,WROTE
OP489,1289,WROTE
NP027,1495,WROTE
CE253,74,WROTE
WA699,104,WROTE
BA641,410,WROTE
WA699,1778,WROTE
GH966,32,WROTE
YK404,153,WROTE
ZI402,804,WROTE
PP445,1051,WROTE
GX313,1480,WROTE
GD537,1726,WROTE
FG235,391,WROTE
FC851,946,WROTE
FO691,1041,WROTE
SP499,1830,WROTE
NZ037,733,WROTE
CE253,817,WROTE
YI042,930,WROTE
CP557,1180,WROTE
XF175,1990,WROTE
BB289,344,WROTE
VG866,378,WROTE
BM923,851,WROTE
QV674,1991,WROTE
ME427,664,WROTE
GD537,792,WROTE
FN751,1527,WROTE
FG235,1795,WROTE
UE097,1868,WROTE
MN973,458,WROTE
FV053,1989,WROTE
VG866,1983,WROTE
KG442,775,WROTE
OD228,813,WROTE
ME427,780,WROTE
ZI402,975,WROTE
SG571,1001,WROTE
XF063,1235,WROTE
XC404,1518,WROTE
WM652,826,WROTE
RX839,1177,WROTE
XF063,1560,WROTE
CH892,130,WROTE
PD136,953,WROTE
VG356,1373,WROTE
HS034,1537,WROTE
TS482,771,WROTE
NX044,1598,WROTE
KG442,1204,WROTE
BM923,243,WROTE
HC500,841,WROTE
FO691,401,WROTE
BM923,422,WROTE
UG538,503,WROTE
LM896,736,WROTE
WW907,879,WROTE
GH966,906,WROTE
BI779,192,WROTE
PD136,320,WROTE
OD228,325,WROTE
MW869,360,WROTE
CE253,636,WROTE
ME937,1132,WROTE
KM231,1503,WROTE
UK650,1571,WROTE
SP499,199,WROTE
FO691,473,WROTE
DZ282,1110,WROTE
PP445,583,WROTE
PD136,768,WROTE
RX839,920,WROTE
IZ670,1744,WROTE
XC404,420,WROTE
EX753,864,WROTE
CP557,1546,WROTE
SP499,252,WROTE
LM896,996,WROTE
GH966,1484,WROTE
BA641,1922,WROTE
HB450,1972,WROTE
SH357,390,WROTE
EX753,1403,WROTE
ME427,1425,WROTE
YX585,1618,WROTE
FC851,1702,WROTE
BB289,790,WROTE
WM652,1030,WROTE
KG442,1893,WROTE
FC851,17,WROTE
FN751,327,WROTE
ZS800,342,WROTE
GG174,1150,WROTE
SP499,1575,WROTE
AS968,48,WROTE
ZS800,132,WROTE
KM231,726,WROTE
GL585,951,WROTE
FH577,1724,WROTE
YX585,1913,WROTE
KG442,1957,WROTE
UG538,45,WROTE
PW133,557,WROTE
SH357,177,WROTE
BM923,229,WROTE
ZB457,739,WROTE
WM652,890,WROTE
XS318,1089,WROTE
RX839,1572,WROTE
ZS800,1360,WROTE
KG442,1750,WROTE
TS482,1932,WROTE
UJ111,787,WROTE
GX313,337,WROTE
BI779,1550,WROTE
KM231,1176,WROTE
XC404,1222,WROTE
FO691,148,WROTE
BZ875,689,WROTE
FV053,150,WROTE
SH357,750,WROTE
YX585,1449,WROTE
BA641,483,WROTE
ME937,525,WROTE
PP445,856,WROTE
FA748,998,WROTE
KU222,232,WROTE
FN751,488,WROTE
FO691,502,WROTE
FA748,746,WROTE
KU222,1392,WROTE
OD228,1528,WROTE
BI779,1970,WROTE
HV669,443,WROTE
FA748,516,WROTE
ZB457,698,WROTE
UG241,1935,WROTE
DZ282,200,WROTE
GM998,338,WROTE
GH966,960,WROTE
BB289,1023,WROTE
YI042,1531,WROTE
VG866,1867,WROTE
XK740,510,WROTE
UK650,89,WROTE
RG624,131,WROTE
XK740,1279,WROTE
XF175,276,WROTE
WA699,932,WROTE
FG235,456,WROTE
UH169,500,WROTE
OP489,596,WROTE
HV669,666,WROTE
OP489,725,WROTE
MN973,1152,WROTE
DZ282,1319,WROTE
XK740,1762,WROTE
YX585,400,WROTE
RD903,1120,WROTE
XC404,1131,WROTE
WJ836,1692,WROTE
PP445,1666,WROTE
YK404,1689,WROTE
JE131,1805,WROTE
WX552,498,WROTE
JL382,1217,WROTE
ET664,1332,WROTE
VG356,1365,WROTE
HC500,2,WROTE
SH357,120,WROTE
GX313,779,WROTE
OD228,800,WROTE
SP499,944,WROTE
RG624,144,WROTE
UG241,248,WROTE
HS034,379,WROTE
YR668,543,WROTE
SF467,985,WROTE
OD228,1810,WROTE
XC404,139,WROTE
UH169,442,WROTE
DZ282,1147,WROTE
FO691,1965,WROTE
JF161,149,WROTE
HV669,1236,WROTE
JL382,1747,WROTE
GH966,398,WROTE
OD228,674,WROTE
IZ670,1384,WROTE
MF124,208,WROTE
EP042,440,WROTE
ZS800,1417,WROTE
ZS800,13,WROTE
BA641,1498,WROTE
HS034,94,WROTE
XS318,225,WROTE
UK650,1832,WROTE
YX585,728,WROTE
UE097,1175,WROTE
XE484,1861,WROTE
GD537,15,WROTE
RG624,913,WROTE
FC408,1059,WROTE
ZG482,1400,WROTE
SG571,1758,WROTE
VG356,584,WROTE
NX044,598,WROTE
JE131,127,WROTE
RG624,326,WROTE
UG241,515,WROTE
PA744,756,WROTE
WW907,1094,WROTE
PP445,1606,WROTE
MO096,353,WROTE
VG356,645,WROTE
DZ282,825,WROTE
ZS800,1213,WROTE
XJ301,1653,WROTE
WJ836,1020,WROTE
SG571,1673,WROTE
PD136,1703,WROTE
CQ342,22,WROTE
QV674,246,WROTE
NX044,575,WROTE
XS318,802,WROTE
FA748,1140,WROTE
VG866,1551,WROTE
TS965,1674,WROTE
MF124,833,WROTE
SF467,912,WROTE
EX753,224,WROTE
GM998,1092,WROTE
PP445,1135,WROTE
KM231,1746,WROTE
XS318,573,WROTE
XF063,796,WROTE
JE131,1171,WROTE
YR668,1680,WROTE
BI779,466,WROTE
QV674,1091,WROTE
NX044,1839,WROTE
HC500,1856,WROTE
UE097,332,WROTE
YI042,958,WROTE
XJ301,1154,WROTE
HB450,1002,WROTE
XF063,1708,WROTE
PP445,152,WROTE
GD537,392,WROTE
HV669,393,WROTE
FA748,658,WROTE
KM231,1266,WROTE
JE131,1579,WROTE
EP042,1800,WROTE
HB450,1812,WROTE
BA641,40,WROTE
XS318,370,WROTE
MF124,961,WROTE
MN973,1014,WROTE
KG442,522,WROTE
EZ177,903,WROTE
NX044,1948,WROTE
EZ177,1914,WROTE
FC851,423,WROTE
UK650,541,WROTE
MW869,1388,WROTE
XF175,809,WROTE
CE253,1718,WROTE
FN751,21,WROTE
CP557,1205,WROTE
HC500,1292,WROTE
JE131,1380,WROTE
PD136,1413,WROTE
MW869,247,WROTE
ZB457,567,WROTE
OD228,1028,WROTE
SF467,1187,WROTE
PW133,1980,WROTE
VG356,1920,WROTE
FC408,1918,WROTE
RX839,1824,WROTE
CQ342,569,WROTE
PP445,993,WROTE
NZ037,1405,WROTE
EX753,1816,WROTE
FN751,1130,WROTE
MF124,1335,WROTE
WM652,1454,WROTE
JE131,1168,WROTE
NP027,1617,WROTE
MF124,884,WROTE
HB450,1851,WROTE
YK404,1995,WROTE
CE253,253,WROTE
HB450,1424,WROTE
JL382,1628,WROTE
UJ111,1900,WROTE
TS482,404,WROTE
KU222,1705,WROTE
TS482,1941,WROTE
PW133,511,WROTE
SG571,585,WROTE
ME427,886,WROTE
EX753,803,WROTE
XE484,853,WROTE
UX006,1015,WROTE
BZ875,1032,WROTE
FC851,1302,WROTE
HC500,1668,WROTE
RX839,140,WROTE
YK404,218,WROTE
YX585,119,WROTE
AT393,1261,WROTE
RD903,219,WROTE
NZ037,1173,WROTE
NX044,454,WROTE
FV053,742,WROTE
VG866,1114,WROTE
ZG482,1665,WROTE
KM231,188,WROTE
GG174,563,WROTE
CE253,1306,WROTE
SH357,211,WROTE
WW907,1179,WROTE
NP027,1452,WROTE
PW133,870,WROTE
IZ670,1437,WROTE
CE253,528,WROTE
FO691,938,WROTE
YI042,971,WROTE
XC404,1882,WROTE
YU657,655,WROTE
GH966,1685,WROTE
XC404,1863,WROTE
HV669,629,WROTE
FO691,1472,WROTE
SG571,1982,WROTE
YK404,115,WROTE
WX552,377,WROTE
MO096,697,WROTE
RD903,1343,WROTE
UG241,1393,WROTE
CP557,1303,WROTE
FG235,1784,WROTE
TS482,979,WROTE
RD903,295,WROTE
UG241,1202,WROTE
HD935,1081,WROTE
CH892,1469,WROTE
RD903,1809,WROTE
PD136,1967,WROTE
UJ111,869,WROTE
RX839,887,WROTE
ZB457,1190,WROTE
CQ342,1065,WROTE
YK404,1103,WROTE
PA744,1372,WROTE
YR668,1458,WROTE
XF175,145,WROTE
YU657,96,WROTE
FG235,1263,WROTE
ZG482,1311,WROTE
RD903,1727,WROTE
SP499,1901,WROTE
HD935,213,WROTE
UX006,555,WROTE
AT393,1298,WROTE
IZ670,1087,WROTE
UK650,1889,WROTE
NX044,1050,WROTE
VG356,550,WROTE
MN973,667,WROTE
FN751,766,WROTE
NP027,267,WROTE
SG571,1612,WROTE
GL585,1281,WROTE
UJ111,143,WROTE
YR668,265,WROTE
ZI402,319,WROTE
UG538,899,WROTE
NP027,1878,WROTE
OP489,670,WROTE
FA748,729,WROTE
HD935,1194,WROTE
UG538,1262,WROTE
XE484,1490,WROTE
NX044,335,WROTE
WX552,547,WROTE
FV053,1229,WROTE
PD136,1443,WROTE
XF063,1493,WROTE
GH966,1329,WROTE
IZ670,1745,WROTE
WA699,190,WROTE
MF124,683,WROTE
FN751,891,WROTE
CE253,1525,WROTE
SH357,1905,WROTE
UE097,1676,WROTE
CQ342,445,WROTE
TS482,709,WROTE
FH577,1330,WROTE
DZ282,1529,WROTE
VG356,1650,WROTE
SF467,752,WROTE
MW869,1375,WROTE
XE484,1698,WROTE
QV674,1898,WROTE
OP489,632,WROTE
WM652,56,WROTE
EP042,434,WROTE
UE097,1207,WROTE
PA744,1064,WROTE
PD136,31,WROTE
EP042,133,WROTE
UJ111,527,WROTE
FV053,638,WROTE
QV674,1288,WROTE
CE253,18,WROTE
QV674,162,WROTE
EX753,684,WROTE
EZ177,743,WROTE
ZI402,1835,WROTE
XS318,570,WROTE
LC746,696,WROTE
GL585,795,WROTE
ZB457,834,WROTE
VG356,141,WROTE
VG866,228,WROTE
WA699,747,WROTE
RD903,381,WROTE
GL585,711,WROTE
WW907,1123,WROTE
SH357,1553,WROTE
TS965,1986,WROTE
YK404,75,WROTE
UK650,259,WROTE
NP027,1444,WROTE
BI779,215,WROTE
PA744,1254,WROTE
ME937,1557,WROTE
YU657,1559,WROTE
ZG482,1309,WROTE
HC500,310,WROTE
VG866,29,WROTE
BZ875,534,WROTE
HV669,1969,WROTE
UE097,855,WROTE
BZ875,1622,WROTE
WA699,1847,WROTE
YK404,282,WROTE
IZ670,47,WROTE
BB289,368,WROTE
UG538,1116,WROTE
TS965,1815,WROTE
KU222,1876,WROTE
CH892,591,WROTE
WJ836,854,WROTE
XJ301,1581,WROTE
AS832,1854,WROTE
XF175,1864,WROTE
YI042,542,WROTE
TS482,679,WROTE
WX552,1285,WROTE
GH966,67,WROTE
AS832,222,WROTE
WA699,794,WROTE
XC404,904,WROTE
XJ301,1198,WROTE
MW869,1645,WROTE
FH577,37,WROTE
PA744,71,WROTE
PA744,1577,WROTE
BZ875,1808,WROTE
RX839,275,WROTE
BZ875,1549,WROTE
GX313,1607,WROTE
CH892,1960,WROTE
SG571,417,WROTE
FV053,705,WROTE
RX839,1122,WROTE
CQ342,1144,WROTE
FC851,678,WROTE
BM923,1284,WROTE
SG571,424,WROTE
CE253,1341,WROTE
RD903,1931,WROTE
BB289,1968,WROTE
MO096,513,WROTE
LM896,1381,WROTE
BA641,452,WROTE
TS482,700,WROTE
HB450,981,WROTE
XJ301,1209,WROTE
VG866,1497,WROTE
ME937,966,WROTE
AS968,969,WROTE
WX552,1955,WROTE
SP499,601,WROTE
AS832,1853,WROTE
SF467,703,WROTE
EP042,1716,WROTE
FG235,1963,WROTE
MF124,701,WROTE
CE253,1796,WROTE
VG866,1806,WROTE
GL585,359,WROTE
DZ282,877,WROTE
MO096,1658,WROTE
MO096,1769,WROTE
ZI402,135,WROTE
ZB457,617,WROTE
YX585,471,WROTE
YU657,1785,WROTE
MF124,1938,WROTE
ME427,1915,WROTE
FO691,973,WROTE
LC746,896,WROTE
JF161,1555,WROTE
PA744,935,WROTE
QV674,1331,WROTE
VG356,72,WROTE
XF063,931,WROTE
HV669,1539,WROTE
FC851,1850,WROTE
LM896,11,WROTE
VG866,1730,WROTE
PD136,209,WROTE
WX552,1408,WROTE
MO096,1838,WROTE
KG442,261,WROTE
AS832,318,WROTE
GM998,361,WROTE
PA744,1456,WROTE
GD537,1459,WROTE
SH357,999,WROTE
ZG482,1361,WROTE
PP445,1447,WROTE
VG356,1731,WROTE
QV674,4,WROTE
CP557,889,WROTE
MO096,1165,WROTE
UG241,1662,WROTE
ME937,1723,WROTE
CQ342,1774,WROTE
XK740,68,WROTE
GL585,203,WROTE
AT393,362,WROTE
JE131,1781,WROTE
MN973,1956,WROTE
BB289,1193,WROTE
AS968,1600,WROTE
XF175,1631,WROTE
FG235,214,WROTE
VG866,277,WROTE
GL585,1340,WROTE
AS968,1710,WROTE
MO096,1870,WROTE
KU222,560,WROTE
UK650,579,WROTE
FV053,769,WROTE
CE253,291,WROTE
TS482,1367,WROTE
NX044,1461,WROTE
KU222,1646,WROTE
MW869,425,WROTE
LC746,911,WROTE
UK650,1274,WROTE
JE131,1510,WROTE
RD903,446,WROTE
HD935,955,WROTE
YU657,1547,WROTE
GD537,161,WROTE
JF161,753,WROTE
SH357,987,WROTE
CH892,1158,WROTE
CQ342,470,WROTE
AT393,494,WROTE
RX839,620,WROTE
OP489,163,WROTE
EP042,321,WROTE
ZS800,520,WROTE
SF467,637,WROTE
FO691,925,WROTE
NZ037,1324,WROTE
DZ282,1277,WROTE
GM998,1166,WROTE
QV674,1749,WROTE
MO096,1909,WROTE
RD903,1976,WROTE
ET664,57,WROTE
BM923,1770,WROTE
RG624,50,WROTE
RX839,1494,WROTE
JE131,374,WROTE
AT393,1004,WROTE
UX006,740,WROTE
GH966,1224,WROTE
JE131,349,WROTE
GX313,657,WROTE
UH169,1519,WROTE
FA748,793,WROTE
PP445,805,WROTE
YX585,1947,WROTE
UJ111,449,WROTE
ME427,837,WROTE
KM231,1161,WROTE
NZ037,1699,WROTE
UK650,198,WROTE
HS034,649,WROTE
DZ282,692,WROTE
WA699,1062,WROTE
QV674,1627,WROTE
PP445,823,WROTE
AS968,967,WROTE
KG442,1100,WROTE
YI042,1370,WROTE
NX044,1406,WROTE
BA641,1760,WROTE
GM998,408,WROTE
SH357,59,WROTE
BZ875,90,WROTE
EP042,395,WROTE
VG356,781,WROTE
RX839,865,WROTE
YI042,1108,WROTE
YI042,1218,WROTE
HD935,352,WROTE
JL382,845,WROTE
JE131,1056,WROTE
JL382,1297,WROTE
YU657,1347,WROTE
NX044,77,WROTE
NX044,558,WROTE
YK404,187,WROTE
HD935,1563,WROTE
KM231,1587,WROTE
BA641,438,WROTE
XJ301,142,WROTE
JF161,385,WROTE
GH966,1255,WROTE
GH966,1402,WROTE
MO096,1822,WROTE
ZG482,523,WROTE
ET664,532,WROTE
FV053,1164,WROTE
GH966,182,WROTE
NZ037,1611,WROTE
MO096,916,WROTE
GX313,1906,WROTE
AT393,157,WROTE
CE253,1583,WROTE
ME427,1775,WROTE
XS318,51,WROTE
GM998,311,WROTE
VG356,447,WROTE
HD935,623,WROTE
CP557,1513,WROTE
TS965,710,WROTE
YR668,900,WROTE
EP042,1312,WROTE
DZ282,1468,WROTE
ET664,1532,WROTE
PA744,1647,WROTE
GH966,846,WROTE
FH577,1491,WROTE
WA699,1735,WROTE
FV053,137,WROTE
HS034,159,WROTE
XC404,785,WROTE
XF063,989,WROTE
AS832,1273,WROTE
YI042,1874,WROTE
BM923,1951,WROTE
GH966,1316,WROTE
KU222,1397,WROTE
UK650,125,WROTE
PD136,1761,WROTE
HS034,1939,WROTE
SH357,1993,WROTE
EZ177,1034,WROTE
IZ670,1764,WROTE
WW907,1011,WROTE
CH892,1044,WROTE
FV053,1186,WROTE
JE131,1654,WROTE
PP445,634,WROTE
GH966,1022,WROTE
NX044,1616,WROTE
EP042,308,WROTE
EP042,369,WROTE
WM652,506,WROTE
CE253,872,WROTE
FN751,1188,WROTE
EP042,138,WROTE
WJ836,1080,WROTE
HB450,463,WROTE
FC851,1036,WROTE
FC851,1112,WROTE
AS832,1113,WROTE
HB450,1395,WROTE
FO691,257,WROTE
HD935,270,WROTE
MO096,763,WROTE
GX313,997,WROTE
PA744,1712,WROTE
GL585,847,WROTE
EP042,437,WROTE
LC746,568,WROTE
NZ037,389,WROTE
ZB457,644,WROTE
FC408,722,WROTE
HC500,1368,WROTE
HS034,1754,WROTE
FO691,1916,WROTE
SG571,433,WROTE
WW907,1448,WROTE
UK650,1221,WROTE
XK740,1293,WROTE
DZ282,1299,WROTE
YR668,1567,WROTE
CE253,1940,WROTE
YR668,749,WROTE
TS482,1814,WROTE
WM652,838,WROTE
TS482,1086,WROTE
YK404,1700,WROTE
SG571,577,WROTE
SH357,893,WROTE
ME937,1276,WROTE
PA744,1394,WROTE
JL382,858,WROTE
PP445,1070,WROTE
NZ037,1752,WROTE
UK650,25,WROTE
EX753,816,WROTE
PP445,892,WROTE
WM652,1690,WROTE
GX313,618,WROTE
BB289,1074,WROTE
KM231,1694,WROTE
UK650,801,WROTE
EX753,1624,WROTE
YU657,1777,WROTE
UJ111,691,WROTE
FG235,730,WROTE
WJ836,1334,WROTE
BB289,1353,WROTE
HC500,333,WROTE
XK740,1039,WROTE
RD903,1286,WROTE
YK404,1436,WROTE
WJ836,448,WROTE
XK740,1098,WROTE
UE097,1129,WROTE
YU657,1006,WROTE
SH357,1505,WROTE
YK404,1613,WROTE
TS965,79,WROTE
KG442,760,WROTE
BM923,1211,WROTE
XF063,302,WROTE
RD903,562,WROTE
WX552,1024,WROTE
ZB457,1066,WROTE
GM998,1954,WROTE
UH169,10,WROTE
ZS800,1328,WROTE
UE097,1336,WROTE
VG866,1455,WROTE
HV669,1496,WROTE
FG235,396,WROTE
FN751,625,WROTE
UK650,1083,WROTE
ME427,1125,WROTE
CP557,1441,WROTE
UE097,178,WROTE
SF467,44,WROTE
UH169,304,WROTE
PW133,1215,WROTE
UG241,1233,WROTE
FO691,1564,WROTE
ZG482,656,WROTE
MF124,1411,WROTE
AT393,1047,WROTE
LC746,1933,WROTE
FC851,514,WROTE
YR668,784,WROTE
HD935,1191,WROTE
FH577,1216,WROTE
WM652,1656,WROTE
WX552,1415,WROTE
CE253,1828,WROTE
NP027,1833,WROTE
WM652,185,WROTE
UH169,201,WROTE
XE484,317,WROTE
RD903,590,WROTE
VG866,862,WROTE
WA699,968,WROTE
UK650,1719,WROTE
VG356,1663,WROTE
WW907,659,WROTE
BZ875,1061,WROTE
HD935,358,WROTE
RD903,519,WROTE
XS318,565,WROTE
LM896,1115,WROTE
FA748,33,WROTE
ZG482,436,WROTE
RD903,1252,WROTE
VG866,1359,WROTE
ZS800,1592,WROTE
JL382,226,WROTE
YK404,607,WROTE
WX552,988,WROTE
JL382,1220,WROTE
JF161,1908,WROTE
YX585,384,WROTE
QV674,672,WROTE
AS832,680,WROTE
SP499,1457,WROTE
ZS800,181,WROTE
FC851,1042,WROTE
SP499,1275,WROTE
WX552,350,WROTE
FO691,1162,WROTE
WJ836,1691,WROTE
EX753,849,WROTE
HC500,1739,WROTE
GH966,76,WROTE
WW907,134,WROTE
WJ836,1287,WROTE
VG356,1067,WROTE
UG241,195,WROTE
FH577,386,WROTE
WW907,839,WROTE
WM652,1264,WROTE
ET664,1462,WROTE
BZ875,533,WROTE
FH577,1071,WROTE
FA748,256,WROTE
FV053,706,WROTE
UG538,797,WROTE
OD228,1434,WROTE
GD537,1971,WROTE
XE484,1962,WROTE
YU657,1924,WROTE
TS482,297,WROTE
KM231,323,WROTE
HS034,1308,WROTE
VG866,1869,WROTE
SH357,457,WROTE
NZ037,734,WROTE
XJ301,1157,WROTE
SG571,1721,WROTE
OP489,806,WROTE
QV674,1174,WROTE
YI042,1994,WROTE
SH357,307,WROTE
GX313,612,WROTE
MN973,633,WROTE
GD537,758,WROTE
HV669,648,WROTE
HC500,651,WROTE
MO096,980,WROTE
YX585,986,WROTE
SP499,1244,WROTE
KM231,1471,WROTE
VG866,1910,WROTE
PP445,545,WROTE
SG571,316,WROTE
HD935,1391,WROTE
BB289,1701,WROTE
YI042,1786,WROTE
PP445,193,WROTE
CH892,496,WROTE
OP489,517,WROTE
YK404,842,WROTE
BI779,53,WROTE
YI042,861,WROTE
TS965,1451,WROTE
PD136,1929,WROTE
TS965,41,WROTE
UH169,609,WROTE
CH892,641,WROTE
JF161,1143,WROTE
RG624,1313,WROTE
XC404,1794,WROTE
SF467,366,WROTE
EP042,382,WROTE
HD935,512,WROTE
EZ177,840,WROTE
SF467,949,WROTE
ZI402,114,WROTE
FG235,1195,WROTE
ME427,1467,WROTE
EP042,52,WROTE
XE484,221,WROTE
VG866,1104,WROTE
UJ111,1226,WROTE
ME937,1257,WROTE
CQ342,300,WROTE
AS832,1021,WROTE
EP042,1849,WROTE
ME937,508,WROTE
OP489,1295,WROTE
EX753,1508,WROTE
UK650,1078,WROTE
PA744,1751,WROTE
AS968,62,WROTE
HV669,92,WROTE
UK650,531,WROTE
VG356,272,WROTE
EZ177,688,WROTE
WA699,1253,WROTE
FV053,1294,WROTE
ZI402,1734,WROTE
JL382,339,WROTE
BB289,867,WROTE
FA748,1000,WROTE
XJ301,1414,WROTE
XE484,1688,WROTE
XK740,1729,WROTE
AS968,274,WROTE
AS968,628,WROTE
RX839,1478,WROTE
FA748,1561,WROTE
JF161,1608,WROTE
TS482,605,WROTE
SP499,1105,WROTE
ET664,1210,WROTE
AS832,1428,WROTE
NZ037,227,WROTE
JF161,727,WROTE
HS034,1250,WROTE
ME427,1422,WROTE
MW869,14,WROTE
KU222,30,WROTE
UG241,1639,WROTE
WA699,1686,WROTE
ZI402,416,WROTE
YX585,588,WROTE
WX552,1327,WROTE
XE484,1709,WROTE
